Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides b1t1	Peptides b1t2	Peptides b1t3	Peptides b2t1	Peptides b2t2	Peptides b2t3	Peptides b3t1	Peptides b3t2	Peptides b3t3	Razor + unique peptides b1t1	Razor + unique peptides b1t2	Razor + unique peptides b1t3	Razor + unique peptides b2t1	Razor + unique peptides b2t2	Razor + unique peptides b2t3	Razor + unique peptides b3t1	Razor + unique peptides b3t2	Razor + unique peptides b3t3	Unique peptides b1t1	Unique peptides b1t2	Unique peptides b1t3	Unique peptides b2t1	Unique peptides b2t2	Unique peptides b2t3	Unique peptides b3t1	Unique peptides b3t2	Unique peptides b3t3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Slice average	Slice 1	Experiment b1t1	Experiment b1t2	Experiment b1t3	Experiment b2t1	Experiment b2t2	Experiment b2t3	Experiment b3t1	Experiment b3t2	Experiment b3t3	PEP	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L b1t1	Ratio H/L normalized b1t1	Ratio H/L variability [%] b1t1	Ratio H/L count b1t1	Ratio H/L b1t2	Ratio H/L normalized b1t2	Ratio H/L variability [%] b1t2	Ratio H/L count b1t2	Ratio H/L b1t3	Ratio H/L normalized b1t3	Ratio H/L variability [%] b1t3	Ratio H/L count b1t3	Ratio H/L b2t1	Ratio H/L normalized b2t1	Ratio H/L variability [%] b2t1	Ratio H/L count b2t1	Ratio H/L b2t2	Ratio H/L normalized b2t2	Ratio H/L variability [%] b2t2	Ratio H/L count b2t2	Ratio H/L b2t3	Ratio H/L normalized b2t3	Ratio H/L variability [%] b2t3	Ratio H/L count b2t3	Ratio H/L b3t1	Ratio H/L normalized b3t1	Ratio H/L variability [%] b3t1	Ratio H/L count b3t1	Ratio H/L b3t2	Ratio H/L normalized b3t2	Ratio H/L variability [%] b3t2	Ratio H/L count b3t2	Ratio H/L b3t3	Ratio H/L normalized b3t3	Ratio H/L variability [%] b3t3	Ratio H/L count b3t3	Sequence coverage b1t1 [%]	Sequence coverage b1t2 [%]	Sequence coverage b1t3 [%]	Sequence coverage b2t1 [%]	Sequence coverage b2t2 [%]	Sequence coverage b2t3 [%]	Sequence coverage b3t1 [%]	Sequence coverage b3t2 [%]	Sequence coverage b3t3 [%]	Intensity	Intensity L	Intensity H	Intensity b1t1	Intensity L b1t1	Intensity H b1t1	Intensity b1t2	Intensity L b1t2	Intensity H b1t2	Intensity b1t3	Intensity L b1t3	Intensity H b1t3	Intensity b2t1	Intensity L b2t1	Intensity H b2t1	Intensity b2t2	Intensity L b2t2	Intensity H b2t2	Intensity b2t3	Intensity L b2t3	Intensity H b2t3	Intensity b3t1	Intensity L b3t1	Intensity H b3t1	Intensity b3t2	Intensity L b3t2	Intensity H b3t2	Intensity b3t3	Intensity L b3t3	Intensity H b3t3	Only identified by site	Reverse	Contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P18146;F5H5Y6;B4DNX4	P18146	14;2;2	11;2;2	11;2;2	Early growth response protein 1	EGR1	>sp|P18146|EGR1_HUMAN Early growth response protein 1 OS=Homo sapiens GN=EGR1 PE=1 SV=1	3	14	11	11	9	8	9	11	11	13	12	12	11	7	8	7	9	9	10	10	9	9	7	8	7	9	9	10	10	9	9	30.4	26.3	26.3	57.506	543	543;232;200	1	120	12	11	10	13	15	14	14	15	16	0	3.9618	2.9688	120.58	113	3.1218	2.4798	97	11	3.0877	2.6081	100.66	10	3.0429	2.2836	102.81	8	5.3481	3.4215	133.23	12	5.7853	3.3828	129.22	15	5.2747	2.8947	156.91	14	9.6071	6.6057	111.65	13	3.09	2.7393	125.72	15	3.9942	2.9865	117.62	15	22.3	22.3	21.4	28	27.1	30.4	30.4	28.7	28	19473000000	2392700000	17080000000	1277800000	221110000	1056700000	1473500000	208350000	1265200000	1526800000	223190000	1303600000	2626000000	331730000	2294300000	2132000000	143340000	1988700000	3051500000	338090000	2713400000	2773100000	312140000	2461000000	2360800000	329720000	2031100000	2251400000	285000000	1966400000				385	102;167;700;758;999;1358;1566;1853;2101;2102;2154;2155;2166;2363	True;True;False;True;True;True;False;False;True;True;True;True;True;True	106;173;715;773;774;1019;1382;1613;1906;2157;2158;2212;2213;2224;2425	477;478;479;480;481;482;483;484;717;718;719;720;721;722;723;724;725;726;727;728;729;730;731;732;733;3330;3331;3332;3333;3334;3335;3550;3551;3552;3553;3554;3555;3556;3557;3558;3559;3560;3561;3562;3563;3564;3565;3566;3567;3568;3569;3570;4563;4564;4565;4566;4567;4568;4569;4570;4571;4572;4573;4574;4575;4576;4577;4578;4579;4580;4581;4582;4583;4584;4585;6188;6189;7055;7056;7057;7058;7059;7060;8316;8317;8318;8319;8320;8321;8322;8323;8324;8325;8326;8327;8328;9434;9435;9436;9437;9438;9439;9440;9441;9442;9443;9444;9445;9446;9447;9448;9449;9450;9451;9452;9453;9719;9720;9721;9722;9723;9724;9725;9726;9727;9728;9729;9730;9731;9789;9790;9791;9792;9793;9794;10713;10714;10715;10716;10717;10718;10719;10720;10721;10722	504;505;506;507;508;509;510;511;512;750;751;752;753;754;755;756;757;758;759;760;761;762;763;764;765;766;767;3464;3465;3466;3467;3468;3469;3690;3691;3692;3693;3694;3695;3696;3697;3698;3699;3700;3701;3702;3703;3704;3705;3706;3707;3708;3709;3710;3711;3712;3713;3714;3715;3716;3717;3718;3719;3720;3721;3722;3723;4705;4706;4707;4708;4709;4710;4711;4712;4713;4714;4715;4716;4717;4718;4719;4720;4721;4722;4723;4724;4725;4726;4727;6406;6407;7308;7309;7310;7311;7312;7313;8627;8628;8629;8630;8631;8632;8633;8634;8635;8636;8637;8638;8639;9825;9826;9827;9828;9829;9830;9831;9832;9833;9834;9835;9836;9837;9838;9839;9840;9841;9842;9843;9844;10134;10135;10136;10137;10138;10139;10140;10141;10142;10143;10144;10145;10146;10198;10199;10200;10201;10202;10203;11161;11162;11163;11164;11165;11166;11167;11168;11169;11170	511;759;3468;3717;4712;6406;7311;8631;9826;9843;10134;10145;10201;11167	50	251
P18583-9;P18583-5;P18583;P18583-7;P18583-4;P18583-3;P18583-10;P18583-6;P18583-2;H7C1M2;P18583-8	P18583-9;P18583-5;P18583;P18583-7;P18583-4;P18583-3;P18583-10;P18583-6;P18583-2	5;5;5;5;5;5;5;5;4;2;2	5;5;5;5;5;5;5;5;4;2;2	5;5;5;5;5;5;5;5;4;2;2	Protein SON	SON	>sp|P18583-9|SON_HUMAN Isoform I of Protein SON OS=Homo sapiens GN=SON;>sp|P18583-5|SON_HUMAN Isoform D of Protein SON OS=Homo sapiens GN=SON;>sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens GN=SON PE=1 SV=4;>sp|P18583-7|SON_HUMAN Isoform G of Protein SON 	11	5	5	5	2	2	1	1	2	2	0	1	1	2	2	1	1	2	2	0	1	1	2	2	1	1	2	2	0	1	1	3.1	3.1	3.1	268.09	2466	2466;2459;2426;2386;2325;2303;2282;2108;2140;1454;699	1	12	2	2	1	1	2	2		1	1	8.5466E-14	2.4992	1.6363	31.785	12	NaN	NaN	NaN	2	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	2	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	1	0.9	0.9	0.6	0.6	1.5	1.1	0	0.7	0.7	123030000	34626000	88403000	16321000	3478200	12843000	15185000	4251800	10933000	11036000	3721800	7314600	7830000	2623400	5206600	20522000	5816900	14705000	15311000	4526300	10785000	0	0	0	19743000	5635900	14107000	17081000	4571600	12509000				386	116;297;1023;1193;1937	True;True;True;True;True	120;305;1044;1216;1992	537;538;539;540;541;542;1395;1396;4705;4706;5475;8668	563;564;565;566;567;568;1456;1457;4851;4852;5698;9004	563;1456;4851;5698;9004		
P18847;Q5VTZ4;P18847-3;Q5VTZ2;P18847-2;P18847-4	P18847;Q5VTZ4;P18847-3;Q5VTZ2;P18847-2;P18847-4	2;2;2;2;2;2	2;2;2;2;2;2	2;2;2;2;2;2	Cyclic AMP-dependent transcription factor ATF-3	ATF3	>sp|P18847|ATF3_HUMAN Cyclic AMP-dependent transcription factor ATF-3 OS=Homo sapiens GN=ATF3 PE=1 SV=2;>tr|Q5VTZ4|Q5VTZ4_HUMAN Activating transcription factor 3 (Fragment) OS=Homo sapiens GN=ATF3 PE=2 SV=1;>sp|P18847-3|ATF3_HUMAN Isoform 3 of Cyclic AMP-d	6	2	2	2	0	0	0	1	2	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	2	1	0	0	0	17.1	17.1	17.1	20.575	181	181;175;135;124;118;106	1	4				1	2	1				1.2693E-05	5.5656	3.3298	24.41	4	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	0	5.5	17.1	5.5	0	0	0	45519000	7038500	38481000	0	0	0	0	0	0	0	0	0	11721000	1776000	9945500	19719000	3465000	16254000	14079000	1797600	12281000	0	0	0	0	0	0	0	0	0				387	100;1528	True;True	104;1573	472;473;474;6917	499;500;501;7158	499;7158		
P19387	P19387	1	1	1	DNA-directed RNA polymerase II subunit RPB3	POLR2C	>sp|P19387|RPB3_HUMAN DNA-directed RNA polymerase II subunit RPB3 OS=Homo sapiens GN=POLR2C PE=1 SV=2	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7.3	7.3	7.3	31.441	275	275	1	1	1									0.0042952	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				388	1399	True	1425	6347	6572	6572		
P20290;P20290-2;D6RDG3;H0Y9Y1	P20290;P20290-2;D6RDG3;H0Y9Y1	7;7;4;4	7;7;4;4	7;7;4;4	Transcription factor BTF3	BTF3	>sp|P20290|BTF3_HUMAN Transcription factor BTF3 OS=Homo sapiens GN=BTF3 PE=1 SV=1;>sp|P20290-2|BTF3_HUMAN Isoform 2 of Transcription factor BTF3 OS=Homo sapiens GN=BTF3;>tr|D6RDG3|D6RDG3_HUMAN Transcription factor BTF3 (Fragment) OS=Homo sapiens GN=BTF3 PE	4	7	7	7	2	3	1	5	6	5	3	2	3	2	3	1	5	6	5	3	2	3	2	3	1	5	6	5	3	2	3	54.4	54.4	54.4	22.168	206	206;162;109;85	1	34	2	3	1	7	6	6	3	3	3	2.5903E-214	1.9473	1.2422	41.6	31	NaN	NaN	NaN	2	1.3805	0.96613	43.473	3	NaN	NaN	NaN	1	2.1921	1.3394	45.03	6	1.9166	1.2179	44.188	6	2.0009	1.2134	34.591	6	1.9473	1.2331	60.762	3	NaN	NaN	NaN	2	NaN	NaN	NaN	2	17	20.4	3.4	40.8	45.1	31.6	31.1	11.2	28.6	704270000	219320000	484940000	34611000	12944000	21667000	77423000	24110000	53313000	37440000	11834000	25606000	164450000	50021000	114430000	123400000	36911000	86491000	141590000	43841000	97754000	55919000	19442000	36477000	12205000	3648200	8556600	57227000	16572000	40655000				389	212;1180;1265;1727;1728;1758;2381	True;True;True;True;True;True;True	218;1203;1289;1777;1778;1811;2446	928;929;930;931;932;933;934;5434;5435;5436;5437;5438;5439;5440;5753;7772;7773;7774;7775;7776;7777;7778;7779;7780;7781;7782;7783;7934;7935;7936;7937;7938;7939;10816	974;975;976;977;978;979;980;981;982;5659;5660;5661;5662;5663;5990;8058;8059;8060;8061;8062;8063;8064;8065;8066;8067;8068;8235;8236;8237;8238;8239;8240;8241;8242;8243;11261	981;5660;5990;8058;8063;8240;11261		
P21333;P21333-2;Q5HY54;A6NDY9;E9PHF0;H0Y5F3;H0Y5C6;F8WE98;H7C2E7	P21333;P21333-2;Q5HY54;A6NDY9	32;32;31;28;8;4;3;2;1	32;32;31;28;8;4;3;2;1	31;31;30;27;8;4;3;2;1	Filamin-A	FLNA	>sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4;>sp|P21333-2|FLNA_HUMAN Isoform 2 of Filamin-A OS=Homo sapiens GN=FLNA;>tr|Q5HY54|Q5HY54_HUMAN Filamin-A OS=Homo sapiens GN=FLNA PE=2 SV=1;>tr|A6NDY9|A6NDY9_HUMAN Filamin A OS=Homo sapiens G	9	32	32	31	14	15	11	10	11	15	14	19	14	14	15	11	10	11	15	14	19	14	14	15	10	10	11	14	14	19	13	19.5	19.5	18.9	280.74	2647	2647;2639;2607;2315;780;232;281;591;90	1	131	14	17	13	12	11	16	14	19	15	0	0.73113	0.47143	43.887	116	0.72609	0.4911	47.646	12	0.7137	0.47431	42.446	17	0.76484	0.47354	26.369	9	0.79269	0.47121	45.874	11	0.7583	0.44509	52.86	10	0.78809	0.48061	48.12	13	0.73537	0.46933	61.267	14	0.69374	0.45399	31.931	16	0.70036	0.48076	30.623	14	7.3	8.3	7	5.8	6.3	10.2	8.5	11.7	8.3	2832100000	1650000000	1182100000	368380000	212280000	156110000	494440000	290240000	204200000	217160000	121020000	96132000	238870000	137920000	100950000	199690000	120090000	79602000	230360000	134030000	96325000	388640000	235230000	153420000	344800000	192670000	152130000	349790000	206580000	143210000				390	84;104;198;263;280;394;493;517;641;707;823;882;968;1121;1445;1946;2096;2097;2222;2227;2307;2324;2416;2432;2453;2481;2483;2511;2522;2525;2530;2533	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	87;108;204;270;287;403;506;530;656;722;839;899;988;1144;1473;2001;2152;2153;2281;2287;2368;2385;2482;2498;2519;2547;2549;2577;2588;2591;2596;2599	389;390;391;392;393;394;395;489;490;491;492;493;494;495;870;871;1208;1209;1276;1277;1278;1279;1280;1281;1282;1283;1284;1874;1875;1876;1877;1878;2383;2384;2385;2386;2387;2388;2389;2463;2464;2465;2466;2467;2468;2469;2470;3052;3053;3054;3055;3056;3057;3058;3362;3363;3797;3798;3799;3800;4024;4025;4026;4027;4418;4419;4420;4421;5170;5171;5172;5173;5174;5175;5176;5177;6522;6523;6524;6525;8700;8701;8702;9421;9422;9423;9424;9425;9426;10032;10033;10034;10035;10036;10037;10038;10068;10464;10557;10942;10993;11093;11187;11188;11189;11190;11191;11192;11193;11194;11195;11198;11333;11334;11335;11373;11374;11375;11376;11395;11396;11397;11409;11410;11411;11412;11413;11414;11415;11416;11420	405;406;407;408;409;410;411;412;413;414;415;416;417;517;518;519;520;521;522;523;524;907;908;1277;1278;1341;1342;1343;1344;1345;1346;1347;1348;1349;1959;1960;1961;1962;1963;2508;2509;2510;2511;2512;2513;2514;2515;2596;2597;2598;2599;2600;2601;2602;2603;3189;3190;3191;3192;3193;3194;3195;3196;3197;3198;3500;3950;3951;3952;3953;3954;4175;4176;4177;4178;4179;4565;4566;4567;4568;5398;5399;5400;5401;5402;5403;5404;5405;5406;5407;5408;6765;6766;6767;6768;9035;9036;9037;9813;9814;9815;9816;9817;10471;10472;10473;10474;10475;10476;10477;10505;10506;10919;11017;11385;11439;11530;11625;11626;11627;11628;11629;11630;11631;11632;11633;11634;11635;11638;11761;11762;11763;11801;11802;11803;11804;11825;11826;11827;11837;11838;11839;11840;11841;11842;11843;11844;11845;11846;11847;11848;11849;11850;11854	415;518;908;1277;1343;1962;2511;2598;3197;3500;3951;4178;4567;5403;6765;9036;9814;9817;10475;10505;10919;11017;11385;11439;11530;11631;11638;11763;11801;11827;11843;11854		
P21580;F5GYN2;D3TTY5	P21580;F5GYN2;D3TTY5	4;3;2	4;3;2	4;3;2	Tumor necrosis factor alpha-induced protein 3	TNFAIP3	>sp|P21580|TNAP3_HUMAN Tumor necrosis factor alpha-induced protein 3 OS=Homo sapiens GN=TNFAIP3 PE=1 SV=1;>tr|F5GYN2|F5GYN2_HUMAN Tumor necrosis factor alpha-induced protein 3 OS=Homo sapiens GN=TNFAIP3 PE=4 SV=1;>tr|D3TTY5|D3TTY5_HUMAN Truncated tumor nec	3	4	4	4	1	1	2	3	2	3	2	1	1	1	1	2	3	2	3	2	1	1	1	1	2	3	2	3	2	1	1	5.8	5.8	5.8	89.613	790	790;749;669	1	16	1	1	2	3	2	3	2	1	1	1.6088E-12	1.721	1.0245	35.439	11	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	2	2.262	1.3794	24.485	3	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	1.9	1.9	3	4.6	3	4.3	3	1.9	1.1	108000000	39192000	68809000	7660800	1787500	5873300	8408300	2526200	5882100	23488000	9126200	14362000	13658000	5828500	7829600	18166000	6370000	11796000	26844000	8945300	17898000	0	0	0	0	0	0	9775900	4608400	5167500				391	121;356;371;374	True;True;True;True	125;364;379;382	558;559;560;561;562;563;564;565;1690;1691;1692;1693;1694;1695;1746;1758	588;589;590;591;592;593;594;595;1768;1769;1770;1771;1772;1773;1774;1824;1832	591;1769;1824;1832		
P22626;P22626-2	P22626;P22626-2	16;16	16;16	16;16	Heterogeneous nuclear ribonucleoproteins A2/B1	HNRNPA2B1	>sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2;>sp|P22626-2|ROA2_HUMAN Isoform A2 of Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1	2	16	16	16	8	12	10	12	8	8	8	8	8	8	12	10	12	8	8	8	8	8	8	12	10	12	8	8	8	8	8	52.4	52.4	52.4	37.429	353	353;341	1	101	11	13	14	16	9	10	8	10	10	0	2.1566	1.3709	49.437	80	1.7206	1.1637	51.059	8	2.4864	1.6524	55.118	9	1.9551	1.4152	46.12	9	2.325	1.4851	42.701	15	2.0047	1.201	61.817	8	2.0807	1.2689	43.937	8	1.88	1.2123	60.618	6	1.9884	1.3124	51.822	8	1.3117	0.87768	52.282	9	30.6	42.8	38.5	39.7	23.8	35.1	24.1	26.6	26.6	2822000000	912610000	1909400000	309320000	96448000	212870000	279200000	85394000	193810000	258970000	82974000	176000000	526850000	169080000	357770000	430530000	139540000	290990000	234110000	79113000	155000000	222500000	72656000	149850000	307040000	102950000	204090000	253520000	84458000	169060000				392	182;502;503;739;745;746;762;763;770;963;1233;1608;1655;1691;1881;2491	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	188;515;516;754;760;761;778;779;786;983;1256;1655;1656;1704;1740;1935;2557	804;805;806;807;808;809;810;2415;2416;2417;3458;3459;3460;3461;3462;3463;3485;3486;3487;3488;3489;3490;3491;3492;3493;3494;3495;3496;3497;3498;3499;3500;3501;3502;3503;3504;3505;3506;3507;3508;3582;3583;3584;3585;3586;3587;3588;3589;3590;3622;3623;3624;3625;4388;4389;5635;5636;5637;5638;5639;5640;7246;7247;7248;7249;7250;7251;7252;7459;7460;7461;7462;7463;7464;7601;7602;7603;7604;7605;7606;7607;7608;7609;7610;8437;8438;8439;8440;11229;11230;11231;11232;11233;11234;11235;11236;11237;11238;11239;11240;11241	846;847;848;849;850;851;2541;2542;2543;3598;3599;3600;3601;3602;3603;3626;3627;3628;3629;3630;3631;3632;3633;3634;3635;3636;3637;3638;3639;3640;3641;3642;3643;3644;3645;3646;3647;3648;3649;3650;3732;3733;3734;3735;3770;3771;3772;3773;3774;4535;4536;5861;5862;5863;5864;5865;5866;7502;7503;7504;7505;7506;7507;7508;7509;7731;7732;7733;7734;7735;7736;7877;7878;7879;7880;7881;7882;7883;7884;7885;8765;8766;11661;11662;11663;11664;11665;11666;11667;11668;11669;11670;11671;11672;11673	851;2541;2543;3598;3629;3638;3733;3735;3773;4535;5864;7506;7733;7879;8765;11673	51	327
P22681	P22681	1	1	1	E3 ubiquitin-protein ligase CBL	CBL	>sp|P22681|CBL_HUMAN E3 ubiquitin-protein ligase CBL OS=Homo sapiens GN=CBL PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1.4	1.4	1.4	99.632	906	906	1	2				1				1		0.006321	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	0	1.4	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				393	509	True	522	2430;2431	2556;2557	2557		
P22695	P22695	1	1	1	Cytochrome b-c1 complex subunit 2, mitochondrial	UQCRC2	>sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens GN=UQCRC2 PE=1 SV=3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.8	3.8	3.8	48.442	453	453	1	9	1	1	1	1	1	1	1	1	1	5.2423E-66	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				394	1933	True	1988	8650;8651;8652;8653;8654;8655;8656;8657;8658	8986;8987;8988;8989;8990;8991;8992;8993;8994	8990		
F5GXF0;P22736-2;P22736;Q15627;H3BT85;F8VVX9	F5GXF0;P22736-2;P22736;Q15627;H3BT85	3;3;3;2;2;1	2;2;2;2;2;1	2;2;2;2;2;1	Nuclear receptor subfamily 4 group A member 1	NR4A1	>tr|F5GXF0|F5GXF0_HUMAN Nuclear receptor subfamily 4 group A member 1 OS=Homo sapiens GN=NR4A1 PE=3 SV=1;>sp|P22736-2|NR4A1_HUMAN Isoform 2 of Nuclear receptor subfamily 4 group A member 1 OS=Homo sapiens GN=NR4A1;>sp|P22736|NR4A1_HUMAN Nuclear receptor su	6	3	2	2	3	1	0	1	1	1	1	1	1	2	1	0	0	0	1	1	1	1	2	1	0	0	0	1	1	1	1	6.4	5.1	5.1	70.451	652	652;611;598;325;302;148	1	7	2	1				1	1	1	1	1.4953E-174	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	6.4	2.6	0	1.4	1.4	2.5	2.5	2.5	2.5	40899000	0	40899000	14232000	0	14232000	0	0	0	0	0	0	0	0	0	0	0	0	6852900	0	6852900	7373400	0	7373400	7440100	0	7440100	5000800	0	5000800				395	351;1659;2118	True;True;False	359;1708;2174	1654;1655;1656;1657;1658;7480;7481;9554;9555;9556	1729;1730;1731;1732;1733;7753;7754;9958;9959;9960	1729;7754;9960		
P23193;P23193-2;B7Z4S1;Q15560;Q5JRI7;E5RIS7;E5RJ93	P23193;P23193-2;B7Z4S1;Q15560	4;3;3;2;1;1;1	4;3;3;2;1;1;1	4;3;3;2;1;1;1	Transcription elongation factor A protein 1;Transcription elongation factor A protein 2	TCEA1;TCEA2	>sp|P23193|TCEA1_HUMAN Transcription elongation factor A protein 1 OS=Homo sapiens GN=TCEA1 PE=1 SV=2;>sp|P23193-2|TCEA1_HUMAN Isoform 2 of Transcription elongation factor A protein 1 OS=Homo sapiens GN=TCEA1;>tr|B7Z4S1|B7Z4S1_HUMAN Transcription elongatio	7	4	4	4	1	0	0	2	3	0	1	0	1	1	0	0	2	3	0	1	0	1	1	0	0	2	3	0	1	0	1	17.9	17.9	17.9	33.969	301	301;280;117;299;246;111;90	1	9	1			2	4		1		1	1.0378E-24	0.61377	0.38439	17.926	8	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	2	0.66688	0.40534	5.0031	4	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	4.3	0	0	10.3	12	0	4.3	0	3.3	104150000	61502000	42648000	10006000	6636500	3369300	0	0	0	0	0	0	22576000	13714000	8862700	57249000	33221000	24028000	0	0	0	14319000	7930400	6388800	0	0	0	0	0	0				396	1553;1584;1831;2088	True;True;True;True	1600;1631;1884;2144	7011;7012;7157;7158;7159;8210;9379;9380;9381	7264;7265;7404;7405;8513;9768;9769;9770	7264;7404;8513;9769		
